id,collection,advisor,author,department,secondreader,date,abstract,service,identifier,publisher,subject,title,type,discipline,level,degree_name
47656,10945/17,"Appleget, Jeffery A.","White, Daniel P.",Operations Research,"Lucas, Thomas W.",2015-09,"Over the years wargames have been used by decision makers and operational experts to gain insight into not only how an operation could expect to unfold, but also in unveiling gaps in capabilities of a plan or concept of operation. While most of these games focus on war, the Peace Game focuses on helping planners gain insight as to how Security Force Assistance (SFA) and Security Cooperation (SC) operations may unfold. The Peace Game attempts to model population behavior in a specific region. In the past, movement of the masses has been used as an indicator of regional stability. This thesis concentrates on assessing the migration algorithm within the Peace Game. While the current algorithm does a satisfactory job of simulating migration, it can be made better. The suggested improvements in the Peace Game focus on three models (two types of models). There are two regression models; one that models population deaths over time and another that models displaced persons over time. The third model is roughly based on a compounding interest model. This model is known as the Population Attrition Model (PAM) and is applied to both deaths and displaced persons. All of the models are grounded in an analysis of historical data from over 40 conflicts. All of the models are an improvement in simulating the reality of population migration in regions of conflict.","Lieutenant Commander, United States Navy",http://hdl.handle.net/10945/47344,"Monterey, California: Naval Postgraduate School",wargaming||stochastic modeling||data analysis||combat modeling,The Peace Game: a data-driven evaluation of a software-based model of the effects of modern conflict on populations,Thesis,Operations Research,Masters,Master of Science in Operations Research
47552,10945/17,"Craparo, Emily M.","Colburn, Brian D.",Operations Research,"Carlyle, W. Matthew",2015-09,"The U.S. Navy_„_s at sea replenishment system is a mobile supply line designed to support the deployed Carrier Task Force (CTF)/Cruiser/Destroyer (CRUDES) Surface Action Group (SAG) and forward deployed units while at sea. In the 7th Fleet area of responsibility the main component of the mobile supply line, the Combat Logistics Force (CLF) ship, has become a possible target with the development of the anti-ship ballistic missile (ASBM). With the ability to target and disable a CLF with an ASBM, an enemy can now disable a deployed CTF/CRUDES fleet by eliminating its required replenished resources, rendering it combat ineffective and more vulnerable to attack. With the goal of preserving the CLF_„_s capabilities to perform its mission while not subjecting it to an ASBM threat, we consider the possibility of utilizing a mini-CLF to shuttle fuel between CLFs operating in a safe environment and warships operating in a threat zone. The alternatives this thesis examines are: (1) analyze the feasibility of using Littoral Combat Ship/Joint High-Speed Vessel, reconfigured as shuttles to transport underway replenishment requirements from the CLFs to the CTF/CRUDES fleet while deployed in the Western Pacific, and (2) analyze requirements for development of a new class of ships to support the CTF/CRUDES SAG while deployed in the Western Pacific.","Lieutenant Commander, Supply Corps, United States Navy",http://hdl.handle.net/10945/47240,"Monterey, California: Naval Postgraduate School",Combat Logistics Force||CLF||Shuttle Ship||Logistics Planning Factors||Underway Replenishment||Distributed Lethality||Distributed Logistics||Anti-Access Area Denial||Naval Logistics||Optimization,"Preserving logistical support for deployed battle groups in an Anti-Access, Area Denial (A2AD) environment",Thesis,Operations Research,Masters,Master of Science in Operations Research
47636,10945/17,"Alderson, David L.||Carlyle, W. Matthew","Ruether, Jens P. H.",Operations Research,"Nussbaum, Daniel",2015-09,"This thesis considers the interoperability of recent modeling efforts that apply constrained optimization (combined with representations of system function and management) to assess and improve the operational resilience of critical infrastructure (CI) systems to disruptive events. We implement these mathematical models using the Pyomo optimization package, which is built on top of the Python programming language. This computational environment provides advantages for data preprocessing and postprocessing, including convenient and efficient methods for manipulating CI network data. Moreover, the object-oriented nature of Pyomo creates a natural means for representing interdependent CI systems. Specifically, the model for each CI system can be implemented as its own object, and the combined model can be implemented as another object built from its dependent components. This allows for increased flexibility and extensibility beyond previous implementations. We manage the inputs and outputs of the models in a way to be able to compare them across studies, obtaining insight on their performance, interactions, and effectiveness. This thesis supports a broader effort to build a repository of functional CI models enabled from a geospatial user interface and connected to a common, backend simulation engine.","Major, German Army",http://hdl.handle.net/10945/47324,"Monterey, California: Naval Postgraduate School",critical infrastructure||optimization||Pyomo,A virtual environment for resilient infrastructure modeling and design,Thesis,Operations Research,Masters,Master of Science in Operations Research
47647,10945/17||10945/11539,"Sanchez, Susan M.","Tahir, Ahmed Raza",Operations Research,"Solitario, William",2015-09,"Before a newly built ship is brought into service, it has to undergo various trials as part of its delivery. The builder shipyard aims at completing the maximum number of trials in the minimum possible time. Many trials have one or more prerequisites and every trial may have certain environmental requirements for its conduct. At sea, the success of any specific trial cannot be guaranteed. A dynamic tool is needed to help decision makers rapidly construct alternative trial sequences after the failure of any trial, and aid them in deciding whether the trials can be continued, or the ship has to return to the harbor for repairs. This thesis develops such an adaptive tool, which generates an optimal sequence and feasible route for conduct of a given set of trials, minimizing the total time required in the absence of failures or adverse environmental conditions. The tool allows the user to generate alternate sequences of trials if an early trial fails. Simulation of the conduct of trials, under varying environmental conditions, reveals that the number of retries is the most important factor affecting the outcomes. It also identifies bottlenecks in the network, providing insight about onboard spare supportability for important systems.","Lieutenant Commander, Pakistan Navy",http://hdl.handle.net/10945/47335,"Monterey, California: Naval Postgraduate School",builder trials||optimal sequence and route||robust solution||layered network||shortest path||design of experiments||simulation,An adaptive method for scheduling the sequence and route of builder trials for a new ship,Thesis,Operations Research,Masters,Master of Science in Operations Research
47617,10945/17,"Whitaker, Lyn","Merkl, Abbie J.",Operations Research,"Dimitrov, Nedialko",2015-09,"In August 2012, Naval Medical Center San Diego implemented a state-of-the-art pharmacy automation system in an effort to reduce cost and improve efficiency. The objective of this study is to quantify the increase in efficiency after installation through a focus on observed post-automation prescription fill times during calendar year 2014 (CY2014) and a simulated pre-automation process. With a response of average daily prescription fill time, automatic prescription fills in CY2014 are quicker than manual prescription fills in CY2014 by 6.97 0.97 (standard error) minutes, and post-automation prescription fills are quicker than pre-automation prescription fills by 4.4 0.34 minutes. The difference between pre-automation and post-automation prescription fills is used as the response in a linear regression to determine which factors most contribute to the decrease in prescription fill time. The proportion of prescriptions automated is influential: if this proportion is held constant at 0.37, the workload for each pharmacy technician can be reduced by an estimated 2.34 0.03 (standard deviation) hours per day. A cost analysis of the pharmacy automation system is conducted, and it is estimated that a lower bound on the annual cost savings after implementation is over $300,000.","Lieutenant, United States Navy",http://hdl.handle.net/10945/47305,"Monterey, California: Naval Postgraduate School",pharmacy||automation||pharmacy automation||prescription||medication||dispensing errors||Navy Medicine||Bureau of Medicine and Surgery||BUMED||Naval Medical Center San Diego||NMCSD,Pharmacy automation in Navy Medicine: a study of Naval Medical Center San Diego,Thesis,Operation Research,Masters,Master of Science in Operations Research
47622,10945/17,"Lucas, Thomas W.","Pav, Russell G.",Operations Research,"Kline, Jeffrey E.",2015-09,"The Office of the Chief of Naval Operations (OPNAV) uses a hierarchy of simulation models as part of scenario-based planning to help decide which new platforms to procure and how to employ them. Simulation is used at every level of the acquisition process, from platform design to tactics to force structure. In hierarchal combat modeling, the mean output of lower-level, higher-resolution models are used as inputs to higher-level, lower-resolution models. The goal of this process is to inform military commanders how design changes in new platforms will affect tactical performance, and how changes in tactical performance can enhance campaign effectiveness. This thesis uses a hierarchal modeling structure to examine whether including the distributions of mission model inputs instead of just the mean can affect campaign model results. A mission model of a one-on-one submarine battle is developed to determine the mean time to kill (MTTK) for the belligerents. The MTTK is sampled in a variety of ways, including just the mean, and used to calculate the attrition coefficients for a stochastic Lanchester campaign model that contains 18 Blue and 25 Red submarines. The outputs of the campaign models are analyzed statistically. The results indicate that the sampling methodology has a significant impact on the mean probability Blue wins the campaign and the mean amount of losses Blue takes when it wins. In addition, sampling methodology has a significant effect on the standard deviation for the probability Blue wins and the amount of losses Blue expects to take when it wins. These results also have practical significance: estimates of Blue_„_s average odds of winning range from 0.58 to 0.94, while estimates of average losses range from 4.69 to 8.31. Hierarchal combat models must adopt methods for including the entire distribution of lower-level model outcomes in order to better represent risk.","Lieutenant, United States Navy",http://hdl.handle.net/10945/47310,"Monterey, California: Naval Postgraduate School",Campaign analysis||hierarchal combat models||simulation||error propagation||anti-submarine warfare.,Experiments in error propagation within hierarchal combat models,Thesis,Operations Research,Masters,Master of Science in Operations Research
47641,10945/17||10945/11539,"Whitaker, Lyn R.","Shaham, Yoav",Operations Research,"Buttrey, Samuel E.",2015-09,"This research explores the use of the tree distances of Buttrey and Whitaker to visualize multidimensional data of mixed-variable types, having both numerical and categorical data. Tree distances measure dissimilarities among observations in a data set while exploiting desirable properties of classification and regression trees: ease of handling of most variable types, indifference to variable scaling, resistance to noise and outliers, accommodations for missing values, and computational ease. In this research, we map the dissimilarities using Classical Multidimensional Scaling to a lower-dimensional Euclidean space in order to provide an analyst with a comfortable framework, which supplies visual cues in order to help find patterns and gain insights about the data. We offer in this thesis several algorithms for coloring observations in the lower-dimensional mappings in order to focus the analyst_„_s attention on the most important and interesting relationships in the data set. In addition, through our visualization, we gain a deeper understanding of the properties of tree distances and propose a modification. Our framework can be used on any military data set that involves mixed or non-mixed variables and is valuable for analysts who wish to shed light on data during the exploratory phase of analysis.","Captain, Israel Defence Forces",http://hdl.handle.net/10945/47329,"Monterey, California: Naval Postgraduate School","Visualization||tree distances||mixed data||2-D,3-D||insights||distances||dissimilarities||categorical||numerical",Visualizing mixed variable-type multidimensional data using tree distances,Thesis,Operations Research,Masters,Master of Science in Operations Research
47575,10945/17,"Lucas, Thomas W.","Gondal, Bilal S.",Operations Research,"Buttrey, Samuel E.",2015-09,"The purpose of this study was to determine important factors in winning conventional and irregular conflict. The research sought to identify variables and trends for conventional and irregular warfare as a means for predicting battle outcomes. The variables related to conventional and irregular warfare differ. There are limited variables for analysis of irregular conflicts due to the complexity of data collection during these conflicts. Selected variables from both types of conflict were synthesized using a descriptive statistics and decision tree methodology to identify important trends in warfare. The analysis indicated that cavalry, artillery, close air support, air superiority, leadership, and initiative played vital roles in deciding the outcome of conventional battles over time. The exploration of irregular warfare revealed that the population plays a major role in these conflicts. The numbers of participants are higher and the duration is longer in irregular conflict than in conventional warfare. These irregular conflicts primarily occurred in areas of low gross domestic product, low employment-to-population ratio, and government ineffectiveness.","Major, Pakistan Army",http://hdl.handle.net/10945/47263,"Monterey, California: Naval Postgraduate School",winning wars||irregular warfare||combat modeling||statistical analysis of warfare||causal factors for wars||conflicts,Statistical analysis of warfare: identification of winning factors with a focus on irregular warfare,Thesis,Operations Research,Masters,Master of Science in Operations Research
47584,10945/17||10945/11539,"Dell, Robert||McLemore, Connor","Hartman, Travis A.",Operations Research,"Brown, Gerald",2015-09,"An Amphibious Ready Group (ARG) consists of ships capable of conducting flight operations that routinely require the transport of personnel and cargo (PMC) to remain operationally viable. Planning PMC transport for an ARG and nearby airfields is labor intensive and often results in the inefficient use of rotary wing and tilt rotor aircraft. Personal experience shows that: (1) only a limited number of aircraft routes are explored; (2) operating costs are not explicitly considered; and (3) PMC plans may take up to 12 hours to create. This thesis develops and implements the PMC Route Optimizing Program (PROP), an optimization-based decision support system. PROP output prescriptions provide aircraft takeoff and landing times, routes, and transported PMC -- everything required for planning PMC missions. We demonstrate PROP using 18 realistic test cases with up to four aircraft, five pickup and delivery locations, and up to 500 PMC requests. All test cases solve in less than one hour.","Lieutenant Commander, United States Navy",http://hdl.handle.net/10945/47272,"Monterey, California: Naval Postgraduate School",vehicle routing problem||vehicle synchronization||military airlift||passenger and cargo transport||helicopter routing,Rapid airlift planning for Amphibious-Ready Groups,Thesis,Operations Research,Masters,Master of Science in Operations Research
46142,10945/17||10945/11539,"Buttrey, Samuel E.","Fitzgerald, Mark T.",Operations Research,"Seagren, Chad",2015-06,"In the Marine Corps, Staff Sergeants twice-passed (2P) for promotion to Gunnery Sergeant lower the quality of the enlisted force, slow promotion rates, and carry an institutional cost. The objectives of this study are to determine predictors of 2P likelihood, evaluate the efficacy of retention policy alternatives, and investigate institutional costs of retaining 2P Staff Sergeants in terms of productivity loss, excess subordinate attrition, and retirement obligations. Logistic regression is used to evaluate the likelihood of a Staff Sergeant being passed twice for promotion. At the time of reenlistment, Physical Fitness Test score, Commander_„_s recommendation, adverse material, Marine Corps Martial Arts Program belt attainment, racial identification, Armed Forces Qualification Test score, and body composition are significant factors in the chosen model. Markov model evaluation shows a 20-percent reduction in approved Staff Sergeant reenlistments reduces the twice-passed inventory by 9 percent, and a non-retention policy for 2P Staff Sergeants reduces their inventory by 60 percent. The annual cost of retaining 2P Staff Sergeants is estimated to have a present value of $120 million in retirement obligations, productivity loss of 2,770 full-time equivalents, and excess subordinate attrition of 340 Marines. These order-of-magnitude institutional costs can be significantly reduced through targeted retention policies.","Captain, United States Marine Corps",http://hdl.handle.net/10945/45850,"Monterey, California: Naval Postgraduate School",USMC||Marine Corps||manpower||personnel||inventory||policy||2P||twice passed||Staff NCO||staff sergeant||retention||reenlistment||promotion||promotion timing||fast-promoting||slow-promoting||retirement||regression||predictor||success||performance||quality||value added||productivity||Markov||implementation||enlisted career force controls||up-or-out||force-shaping||attrition hazard||leadership effect||institutional cost,Personnel retention policy and force quality: twice-passed Staff Sergeants,Thesis,Operations Research,Masters,Master of Science in Operations Research
46213,10945/17||10945/11539,"Buttrey, Samuel E.||Alt, Jonathan K.","Parker, Nathan L.",Operations Research,"House, Jeffrey B.",2015-06,"This thesis develops a data-driven, statistical model capable of predicting a U.S. Army Reserve (USAR) unit_„_s manning level based on the demographics of the unit_„_s location. This model will aid decision-makers involved in USAR stationing by assessing the ability of a proposed stationing location to support a unit_„_s manning requirements. USAR units must recruit the majority of their personnel from the population within immediate proximity to the unit. Since the recruiting boundaries of multiple reserve centers often overlap, this thesis first develops an allocation method that ensures the population is not over-counted. This thesis then develops linear regression, classification tree, and logistic regression models to determine the ability of the location to support manning requirements. These models demonstrate that local demographic factors are a key driver in the ability of unit to meet its manning requirements. In particular, the logistic regression model delivers predictive results that allow decision-makers to identify locations with a high probability of meeting unit manning requirements. The recommendation of this thesis is that the USAR implement the logistic regression model.","Captain, United States Army",http://hdl.handle.net/10945/45921,"Monterey, California: Naval Postgraduate School",U.S. Army Reserve||USAR||manning||stationing||readiness||recruiting||data analysis||logistic regression||classification tree,Predicting U.S. Army Reserve unit manning using market demographics,Thesis,Operations Research,Masters,Master of Science in Operations Research
46229,10945/17,"Lucas, Thomas W.","Sen, Fatih",Operations Research,"Appleget, Jeffrey",2015-06,"Turkey has been battling with terrorist groups since the 1980s. In total, more than 35,000 Turkish people have been killed by terrorists. The majority of the terrorist activities take place near the Turkish-Iraqi border, which is characterized by rough terrain. Problems, such as lengthy distances, often prevent aircraft from reaching the area before the terrorists achieve their objectives. Limited fuel capacity and challenging geographical conditions are other issues that must be overcome. Because of their technical capabilities and longer flight times, Unmanned Combat Aerial Vehicles (UCAVs) may enhance Turkey_„_s ability to counter active terrorists in that region. In this research, Map Aware Non-uniform Automata (MANA) is used to model different counterterrorism scenarios taking place along the Turkish-Iraqi border. We examine the potential effectiveness of using UCAVs in conjunction with manned aircraft to detect and eliminate terrorists trying to cross the border and attack Turkish military assets. For this purpose, we analyze the data from 102,800 simulated air-to-ground attacks using data analysis techniques, such as comparison and regression analysis. The analysis shows that UCAVs, with their additional sensors on the border and being able to rapidly attack identified targets, are very efficient in quickly countering terrorists and preventing them from attacking military forces.","First Lieutenant, Turkish Air Force",http://hdl.handle.net/10945/45937,"Monterey, California: Naval Postgraduate School",Border security||Unmanned Combat Aerial Vehicles||Intelligence Surveillance and Reconnaissance||Counterterrorism||Air-to-Ground Attack||Simulation||Agent Based Modeling||Design of Experiment,Analysis of the use of Unmanned Combat Aerial Vehicles in conjunction with manned aircraft to counter active terrorists in rough terrain,Thesis,Operations Research,Masters,Master of Science in Operations Research
46161,10945/17,"Koyak, Robert","Hawks, Matthew A.",Applied Mathematics,,2015-06,"This dissertation explores the topic of detecting and localizing change in a series of multivariate data using graph-theoretic statistical criteria. Change-detection methods based on graph theory are emerging due to their ability to detect change of a general nature with desirable power properties. The graph-theoretic structures of minimum non-bipartite matching and nearest neighbors according to distances between observations form the basis of our statistical procedures. We consider the computation time to implement the procedures with the detection power of the derived statistics. In a simulation study, we evaluate the power of our proposed statistical tests in a series of vignettes in which the sampling distribution, dimensionality, change parameter (location or scale), change type (abrupt or gradual), and change magnitude each are allowed to vary. We compare detection power with contemporary parametric and graph-theoretic approaches. Although our tests alone do not provide the information needed to localize a change point, we develop a follow-on procedure that satisfies this objective. We illustrate our proposed statistical tests and change-point localization techniques in an application, which demonstrates how several of the apparent limitations of our approach can be surmounted.","Commander, United States Navy",http://hdl.handle.net/10945/45869,"Monterey, California: Naval Postgraduate School",Nonparametric test||non-bipartite matching||nearest neighbor||change point,Graph-theoretic statistical methods for detecting and localizing distributional change in multivariate data,Thesis,Operations Research,Doctoral,Doctor of Philosophy in Operations Research
46101,10945/17||10945/11539,"Seagren, Chad W.","Bagley, Brian M.",Operations and Information Sciences,"Atkinson, Michael",2015-06,"This thesis develops and assesses possible Marine Aviation Logistics Support Program II (MALSP II) deployment configurations based on current allowancing procedures. MALSP II is intended to provide a more responsive logistics system with less sensitivity to variability in demand and trans-shipment times while reducing the logistical footprint. However, little work has been done on evaluating possible deployment models. We employ a Java-based discrete event simulation and implement a full-factorial experimental design to analyze how factors such as network complexity, distance, and number of aircraft affect the system_„_s ability to support inventories of a total of 956 different repairable components. We investigate ideal locations to stage high-priority repair components in order to achieve best system performance, given limited resource allowances. By understanding the effects of different deployment configurations, we provide the Deputy Commandant for Aviation, the MALSP II Program Office, and Marine Aviation Logistics Squadrons with a model with which to train and provide decision makers with a better understanding of the MALSP II capabilities over the range of military operations.","Captain, United States Marine Corps",http://hdl.handle.net/10945/45809,"Monterey, California: Naval Postgraduate School",MALSP II||discrete event simulation||Marine Corps aviation logistics||deployed aviation logistics||simkit||pull-based logistics||nodal network||logistics network,Development of Canonical Marine Aviation Logistics Support Program II (MALSP II) deployment,Thesis,Operations Research,Masters,Master of Science in Operations Research
46167,10945/17||10945/11539,"Craparo, Emily M.","Hof, Christoph",Operations Research,"Karata‘™s, MÍ_mtaz",2015-06,"The usage of non-collocated sources and receivers in multistatic sonar networks (MSNs) has emerged as a promising area of opportu-nity in sonar systems. This thesis addresses point coverage sensing problems in MSNs, where a number of points of interest (targets) must be monitored. For detection we assume cookie-cutter sensors and a two-dimensional homogenous environment. Based on cur-rent algorithms and the theory of detection discs, we develop the new preprocessing algorithm LOC-GEN-II to determine possible locations for sources given a set of targets and receivers. The high efficiency of this algorithm is based on the greedy-like approach it is built upon and allows a significant reduction of computing time compared to a recent algorithm from the literature. We also address the problem of optimally placing multiple sources and receivers for a given set of targets. Up to now, this problem was solved with the simplification of setting receivers randomly and placing only sources optimally.We develop LOC-GEN-II further into a two-step process of determining near optimal positions for receivers and sources successively. The procedure is implemented as a faster one-step solution and a slower iterative approach, which leads to better detection results. With this approach we show that the newly developed algorithms allow solution of multiple sensor placement problems in an acceptable time with significantly better detection results compared to the benchmark.","Lieutenant Colonel, German Army",http://hdl.handle.net/10945/45875,"Monterey, California: Naval Postgraduate School",Multistatic Sensor Network||Point Coverage Sensing||Optimization,Optimization of source and receiver placement in multistatic sonar environments,Thesis,Operations Research,Masters,Master of Science in Operations Research
46168,10945/17,"Whitaker, Lyn","Hogan, Kerry A.",Operations Research,"Seagren, Chad W.",2015-06,"The United States Marine Corps (USMC) prides itself on its high standards of physical fitness and appearance. The USMC method to determine body composition is two-fold: weight and body fat based. The Department of Defense (DOD) body fat estimate was developed based on data collected in 1984 from the Naval Health Research Center, San Diego. In this thesis, multiple linear regression is used to estimate body fat on the overweight sample from the 1984 data. This thesis applies the DOD body fat estimate on a sample of current USMC males and females. Models are also fit to estimate weight in the current active-duty USMC population using physical fitness attributes. We find that physical fitness does not predict weight well. Models fit to the overweight members of the 1984 data are biased, overpredicting body fat at the lower end of the spectrum and underpredicting at the higher end. When applied to the current male USMC sample, the DOD body fat estimate overpredicts body fat in 30% of overweight males. When applied to the female USMC sample, the DOD method overpredicts body fat in 82% of overweight females. The current DOD taping method is a poor model, and needs to be revised.","Major, United States Marine Corps",http://hdl.handle.net/10945/45876,"Monterey, California: Naval Postgraduate School",body fat||height||weight||anthropometric measurement||multiple linear regression||physical fitness,Review of the current body fat taping method and its importance in ascertaining fitness levels in the United States Marine Corps,Thesis,Operations Research,Masters,Master of Science in Operations Research
46183,10945/17,"Sanchez, Susan M.||Buttrey, Samuel E.","Li, Hung-xin",Operations Research,"Salmeron, Javier",2015-06,"Taiwan is prone to many natural disasters, especially typhoons. This thesis adapts an existing stochastic prepositioning optimization model to create a tool for Taiwan military disaster recovery planners, and then uses experimental design techniques to systematically explore solutions. The goals are to minimize the expected number of casualties and unmet commodities demands, and to determine the average number of workers deployed in response to each scenario. A design of experiments methodology is applied to the optimization model to reveal how uncertainty in the parameters translates to uncertainty in objective function values. The approach can also identify the parameters with the greatest impact on the objective function, and result in more robust solutions. The analysis demonstrates that it is not always necessary to spend as much money and deploy as many workers as in the past in order to get the best results. Additionally, the approach shows how a decision maker, with more accurate and current weather reports, can refer to the path and intensity of typhoons while making rescue plans. In summary, this research shows that there is great potential for quantitative methods to improve the disaster-relief planning process.","1st Lieutenant, Republic of China Army",http://hdl.handle.net/10945/45891,"Monterey, California: Naval Postgraduate School",design of experiments||stochastic optimization||foreign disaster relief,Improving the Taiwan military_„_s disaster relief response to typhoons,Thesis,Operations Research,Masters,Master of Science in Operations Research
46247,10945/17,"Lucas, Thomas W.","Unlu, Salim",Operations Research,"Kline, Jeffrey E.",2015-06,"Littoral anti-submarine warfare (ASW) operations generally focus on deterring and eliminating enemy diesel-electric submarines from transit routes and protecting High Value Units (HVUs), such as amphibious warfare ships and logistics ships. In view of the ASW challenges in the littorals, it is critical to establish and maintain a highly effective ASW capability. The ASW techniques that we use today are mostly effective, but it is important to explore new technologies and techniques_„îsuch as potential unmanned surface vehicle (USV) solutions. This study uses an agent-based simulation platform known as Map Aware Non-Uniform Automata (MANA) to model the ASW effectiveness of USVs with the goal of protecting a HVU. The effectiveness of an ASW screen formation is measured by the proportion of successful classifications. The results are analyzed using comparison methods, stepwise linear regression, and regression trees. It is found from nearly 390,000 simulated ASW missions that when helicopters are replaced with USVs, which have the same sensor type and capability, they can provide the same classification effectiveness in an ASW screen formation. The analysis also shows that the most significant characteristic of USVs is the classification range of their dipping sonar.","Lieutenant Junior Grade, Turkish Navy",http://hdl.handle.net/10945/45955,"Monterey, California: Naval Postgraduate School",Agent Based Modeling||Anti-SubMarine Warfare (ASW)||Effectiveness||Tactics||Unmanned Surface Vehicle (USV)||Simulation||Design of Experiments (DoE)||Naval Convoy Operation||Map Aware Non-Uniform Automata (MANA)||High Value Unit (HVU)||Protection of High Value Unit (HVU)||Submarine,Effectiveness of unmanned surface vehicles in anti-submarine warfare with the goal of protecting a high value unit,Thesis,Operations Research,Masters,Master of Science in Operations Research
46138,10945/17,"Brown, Gerald","Edwards, Shane A.",Operations Research,"Kline, Jeffrey",2015-06,"Department of Defense (DOD) Development Test and Evaluation (DT&E) activities for new acquisitions account for a large portion of time and money during the Engineering and Manufacturing Development Phase. DOD Program Management Office test personnel develop test schedules manually using time estimates and heuristic subject matter expert advice for each test to forecast the overall time and costs associated with a developed course of action. These manually constructed schedules take weeks to develop via many planning iterations to construct an acceptable, but not necessarily feasible or optimal solution. Ultimately, these forecast schedules and duration estimates can be inaccurate, and may result in schedule delays and/or cost overruns. This thesis presents an optimization and simulation model as a decision support tool to improve current DT&E scheduling. We represent this resource-constrained scheduling problem as an integer linear program, and develop set enumeration reduction techniques, as well as a cascade method to reduce solve times. The proposed model, unlike current manual scheduling techniques, suggests schedules that are feasible, nearly optimal, and are produced quickly for effective analysis of alternatives.","Major, United States Marine Corps",http://hdl.handle.net/10945/45846,"Monterey, California: Naval Postgraduate School",Optimization||test and evaluation||integer linear programming||cascade||project scheduling||project management,Optimizing Department of Defense Acquisition Development Test and Evaluation scheduling,Thesis,Operations Research,Masters,Master of Science in Operations Research
46145,10945/17,"Koyak, Robert A.||Atkinson, Michael P.","Foley, Adam T.",Operations Research,"Seagren, Chad W.",2015-06,"We evaluate data quality issues present in Marine Corps maintenance records and develop statistical models to identify the most influential predictor variables to estimate the expected number of failures that cause a vehicle to be non-operational. When a vehicle becomes non-operational, we refer to it as a deadlining event. We analyze data collected from 3,154 Medium Tactical Vehicle Replacement (MTVR) vehicles between January 1, 2011 and December 31, 2013. Data quality issues are present in vehicle serial numbers, maintenance defect codes, regional code, and odometer readings. Due to the high level of inaccuracy in odometer meter readings, vehicle mileage cannot be used as a metric for usage. We build Poisson generalized linear regression models to estimate the expected number of vehicle deadlining events. Without the presence of a true measurement of vehicle usage, the insight gained from fitting regression models to the maintenance data is limited. The number of unscheduled maintenance events acts as a surrogate usage measure within the model. In our model, more than one scheduled maintenance event per year shows evidence of reducing the number of deadlining events. We recommend the improvement of odometer meter reading accuracy in order to provide an effective usage measurement for future studies.","Captain, United States Marine Corps",http://hdl.handle.net/10945/45853,"Monterey, California: Naval Postgraduate School",Medium Tactical Vehicle Replacement||MTVR||reliability||reliability analysis||Poisson regression||Poisson generalized linear model||data quality,Data quality and reliability analysis of U.S. Marine Corps ground vehicle maintenance records,Thesis,Operations Research,Masters,Master of Science in Operations Research
46152,10945/17,"Szechtman, Roberto","GenÍ_ay, Mehmet Ali",Operations Research,"Atkinson, Michael",2015-06,"This thesis studies the problem of finding efficient ship base locations, area of operations (AO) among bases, and ship assignments for a coast guard (CG) organization. This problem is faced by many CGs around the world and is motivated by the need to optimize operational outcomes in the face of budget constraints. There is a need for a tool to optimize the placement of the available number of ships to candidate bases and the assignment of the AOs for each base. In this thesis, we developed a model that takes the objective of minimizing the weighted demand for CG services. We also used constraints to have proportionate AOs to the number of ships on each base and partition constraints. To the best of our knowledge, until now, there has yet to be a tool designed for finding both ship allocations and AOs for each base. Therefore, developing this tool is a huge step forward in this area.","Lieutenant Junior Grade, Turkish Coast Guard",http://hdl.handle.net/10945/45860,"Monterey, California: Naval Postgraduate School",coast guard||ship basing||ship allocation||geographic optimization,A geographic optimization approach to coast guard ship basing,Thesis,Operations Research,Masters,Master of Science in Operations Research
46186,10945/17,"Whitaker, Lyn||Alt, Jonathan K.","Marmion, William N.",Operations Research,,2015-06,"Military recruiting for an all-volunteer force requires deliberate planning and market analysis in order to achieve prescribed recruiting goals. United States Army Recruiting Command (USAREC) leaders and planners leverage existing tools and technology to measure performance and potential within their areas of responsibility. One of the tools used by USAREC is the Segmentation Analysis and Market Assessment (SAMA) tool. This tool calculates recruitment potential of recruiting centers using a four-year weighted performance average within customized Army market segments. An analysis of the current SAMA model shows it overestimates production potential for 96% of centers, leading decision makers to set unrealistic goals for their organizations. The use of additional factors and alternative modeling approaches, Least Squared Regression, and Neural Networks, results in models with greater predictive power, while avoiding overestimation. The statistical models developed in this thesis match the predictive power of the current SAMA methodology while overestimating average potential by only 3.8%. More precise modeling tools will improve USAREC_„_s ability to more effectively plan recruiting operations and allocate resources.","Captain, United States Army",http://hdl.handle.net/10945/45894,"Monterey, California: Naval Postgraduate School",Recruiting,Evaluating and improving the SAMA (Segmentation Analysis and Market Assessment) recruiting model,Thesis,Operations Research,Masters,Master of Science in Operations Research
